,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,id,description,steam_appid
1208,1208.0,1208.0,1.0,,,1,Multi-player,1870320
1209,1209.0,1209.0,2.0,,,20,MMO,1870320
1210,1210.0,1210.0,3.0,,,49,PvP,1870320
1211,1211.0,1211.0,4.0,,,36,Online PvP,1870320
1212,1212.0,1212.0,5.0,,,9,Co-op,1870320
1213,1213.0,1213.0,6.0,,,38,Online Co-op,1870320
1214,1214.0,1214.0,0.0,,,2,Single-player,1870330
1215,1215.0,1215.0,0.0,,,1,Multi-player,1870370
1216,1216.0,1216.0,1.0,,,20,MMO,1870370
1217,1217.0,1217.0,2.0,,,49,PvP,1870370
1218,1218.0,1218.0,3.0,,,36,Online PvP,1870370
1219,1219.0,1219.0,4.0,,,9,Co-op,1870370
1220,1220.0,1220.0,5.0,,,38,Online Co-op,1870370
1221,1221.0,1221.0,6.0,,,27,Cross-Platform Multiplayer,1870370
1222,1222.0,1222.0,7.0,,,35,In-App Purchases,1870370
1223,1223.0,1223.0,0.0,,,2,Single-player,1870390
1224,1224.0,1224.0,1.0,,,22,Steam Achievements,1870390
1225,1225.0,1225.0,0.0,,,2,Single-player,1870400
1226,1226.0,1226.0,1.0,,,22,Steam Achievements,1870400
1227,1227.0,1227.0,0.0,,,2,Single-player,1870410
1228,1228.0,1228.0,1.0,,,22,Steam Achievements,1870410
1229,1229.0,1229.0,0.0,,,2,Single-player,1870430
1230,1230.0,1230.0,1.0,,,22,Steam Achievements,1870430
1231,1231.0,1231.0,2.0,,,23,Steam Cloud,1870430
1232,1232.0,1232.0,0.0,,,2,Single-player,1870440
1233,1233.0,1233.0,0.0,,,2,Single-player,1870450
1234,1234.0,1234.0,1.0,,,10,Game demo,1870450
1235,1235.0,1235.0,2.0,,,28,Full controller support,1870450
1236,1236.0,1236.0,0.0,,,2,Single-player,1870460
1237,1237.0,1237.0,1.0,,,28,Full controller support,1870460
1238,1238.0,1238.0,0.0,,,2,Single-player,1869570
1239,1239.0,1239.0,0.0,,,2,Single-player,1869620
1240,1240.0,1240.0,1.0,,,22,Steam Achievements,1869620
1241,1241.0,1241.0,0.0,,,2,Single-player,1869630
1242,1242.0,1242.0,0.0,,,2,Single-player,1869680
1243,1243.0,1243.0,1.0,,,22,Steam Achievements,1869680
1244,1244.0,1244.0,2.0,,,18,Partial Controller Support,1869680
1245,1245.0,1245.0,0.0,,,2,Single-player,1869690
1246,1246.0,1246.0,1.0,,,22,Steam Achievements,1869690
1247,1247.0,1247.0,2.0,,,28,Full controller support,1869690
1248,1248.0,1248.0,0.0,,,2,Single-player,1869710
1249,1249.0,1249.0,0.0,,,21,Downloadable Content,1869720
1250,1250.0,1250.0,1.0,,,29,Steam Trading Cards,1869720
1251,1251.0,1251.0,2.0,,,30,Steam Workshop,1869720
1252,1252.0,1252.0,0.0,,,21,Downloadable Content,1869730
1253,1253.0,1253.0,1.0,,,29,Steam Trading Cards,1869730
1254,1254.0,1254.0,2.0,,,30,Steam Workshop,1869730
1255,1255.0,1255.0,3.0,,,18,Partial Controller Support,1869730
1256,1256.0,1256.0,0.0,,,21,Downloadable Content,1869731
1257,1257.0,1257.0,1.0,,,29,Steam Trading Cards,1869731
1258,1258.0,1258.0,2.0,,,30,Steam Workshop,1869731
1259,1259.0,1259.0,3.0,,,18,Partial Controller Support,1869731
1260,1260.0,1260.0,0.0,,,21,Downloadable Content,1869740
1261,1261.0,1261.0,1.0,,,30,Steam Workshop,1869740
1262,1262.0,1262.0,2.0,,,18,Partial Controller Support,1869740
1263,1263.0,1263.0,0.0,,,21,Downloadable Content,1869750
1264,1264.0,1264.0,1.0,,,30,Steam Workshop,1869750
1265,1265.0,1265.0,2.0,,,18,Partial Controller Support,1869750
1266,1266.0,1266.0,0.0,,,21,Downloadable Content,1869760
1267,1267.0,1267.0,0.0,,,2,Single-player,1869800
1268,1268.0,1268.0,1.0,,,1,Multi-player,1869800
1269,1269.0,1269.0,2.0,,,9,Co-op,1869800
1270,1270.0,1270.0,3.0,,,38,Online Co-op,1869800
1271,1271.0,1271.0,4.0,,,48,LAN Co-op,1869800
1272,1272.0,1272.0,5.0,,,39,Shared/Split Screen Co-op,1869800
1273,1273.0,1273.0,6.0,,,24,Shared/Split Screen,1869800
1274,1274.0,1274.0,7.0,,,27,Cross-Platform Multiplayer,1869800
1275,1275.0,1275.0,8.0,,,21,Downloadable Content,1869800
1276,1276.0,1276.0,9.0,,,18,Partial Controller Support,1869800
1277,1277.0,1277.0,0.0,,,2,Single-player,1869840
1278,1278.0,1278.0,1.0,,,1,Multi-player,1869840
1279,1279.0,1279.0,2.0,,,9,Co-op,1869840
1280,1280.0,1280.0,3.0,,,38,Online Co-op,1869840
1281,1281.0,1281.0,4.0,,,48,LAN Co-op,1869840
1282,1282.0,1282.0,5.0,,,39,Shared/Split Screen Co-op,1869840
1283,1283.0,1283.0,6.0,,,24,Shared/Split Screen,1869840
1284,1284.0,1284.0,7.0,,,27,Cross-Platform Multiplayer,1869840
1285,1285.0,1285.0,8.0,,,21,Downloadable Content,1869840
1286,1286.0,1286.0,9.0,,,18,Partial Controller Support,1869840
1287,1287.0,1287.0,0.0,,,2,Single-player,1869870
1288,1288.0,1288.0,1.0,,,22,Steam Achievements,1869870
1289,1289.0,1289.0,0.0,,,2,Single-player,1869880
1290,1290.0,1290.0,1.0,,,22,Steam Achievements,1869880
1291,1291.0,1291.0,0.0,,,2,Single-player,1869890
1292,1292.0,1292.0,1.0,,,22,Steam Achievements,1869890
1293,1293.0,1293.0,2.0,,,28,Full controller support,1869890
1294,1294.0,1294.0,3.0,,,25,Steam Leaderboards,1869890
1295,1295.0,1295.0,0.0,,,2,Single-player,1869900
1296,1296.0,1296.0,1.0,,,22,Steam Achievements,1869900
1297,1297.0,1297.0,0.0,,,2,Single-player,1869910
1298,1298.0,1298.0,1.0,,,21,Downloadable Content,1869910
1299,1299.0,1299.0,2.0,,,22,Steam Achievements,1869910
1300,1300.0,1300.0,0.0,,,50,Additional High-Quality Audio,1869950
1301,1301.0,1301.0,0.0,,,2,Single-player,1869980
1302,1302.0,1302.0,1.0,,,23,Steam Cloud,1869980
1303,1303.0,1303.0,0.0,,,2,Single-player,1869990
1304,1304.0,1304.0,0.0,,,2,Single-player,1869220
1305,1305.0,1305.0,0.0,,,10,Game demo,1869240
1306,1306.0,1306.0,0.0,,,2,Single-player,1869280
1307,1307.0,1307.0,0.0,,,2,Single-player,1869310
1308,1308.0,1308.0,0.0,,,2,Single-player,1869330
1309,1309.0,1309.0,1.0,,,22,Steam Achievements,1869330
1310,1310.0,1310.0,2.0,,,25,Steam Leaderboards,1869330
1311,1311.0,1311.0,0.0,,,2,Single-player,1869340
1312,1312.0,1312.0,1.0,,,10,Game demo,1869340
1313,1313.0,1313.0,2.0,,,23,Steam Cloud,1869340
1314,1314.0,1314.0,0.0,,,2,Single-player,1869350
1315,1315.0,1315.0,1.0,,,1,Multi-player,1869350
1316,1316.0,1316.0,2.0,,,49,PvP,1869350
1317,1317.0,1317.0,3.0,,,36,Online PvP,1869350
1318,1318.0,1318.0,4.0,,,21,Downloadable Content,1869350
1319,1319.0,1319.0,5.0,,,35,In-App Purchases,1869350
1320,1320.0,1320.0,6.0,,,42,Remote Play on Tablet,1869350
1321,1321.0,1321.0,0.0,,,2,Single-player,1869370
1322,1322.0,1322.0,0.0,,,2,Single-player,1869390
1323,1323.0,1323.0,1.0,,,21,Downloadable Content,1869390
1324,1324.0,1324.0,2.0,,,22,Steam Achievements,1869390
1325,1325.0,1325.0,3.0,,,28,Full controller support,1869390
1326,1326.0,1326.0,4.0,,,29,Steam Trading Cards,1869390
1327,1327.0,1327.0,5.0,,,30,Steam Workshop,1869390
1328,1328.0,1328.0,6.0,,,35,In-App Purchases,1869390
1329,1329.0,1329.0,7.0,,,23,Steam Cloud,1869390
1330,1330.0,1330.0,8.0,,,25,Steam Leaderboards,1869390
1331,1331.0,1331.0,0.0,,,2,Single-player,1869410
1332,1332.0,1332.0,1.0,,,21,Downloadable Content,1869410
1333,1333.0,1333.0,2.0,,,22,Steam Achievements,1869410
1334,1334.0,1334.0,3.0,,,23,Steam Cloud,1869410
1335,1335.0,1335.0,0.0,,,1,Multi-player,1869430
1336,1336.0,1336.0,1.0,,,49,PvP,1869430
1337,1337.0,1337.0,2.0,,,36,Online PvP,1869430
1338,1338.0,1338.0,0.0,,,2,Single-player,1869460
1339,1339.0,1339.0,0.0,,,2,Single-player,1869490
1340,1340.0,1340.0,1.0,,,18,Partial Controller Support,1869490
1341,1341.0,1341.0,0.0,,,2,Single-player,1869510
1342,1342.0,1342.0,1.0,,,1,Multi-player,1869510
1343,1343.0,1343.0,2.0,,,49,PvP,1869510
1344,1344.0,1344.0,3.0,,,37,Shared/Split Screen PvP,1869510
1345,1345.0,1345.0,4.0,,,24,Shared/Split Screen,1869510
1346,1346.0,1346.0,0.0,,,50,Additional High-Quality Audio,1869540
1347,1347.0,1347.0,0.0,,,2,Single-player,1869550
1348,1348.0,1348.0,1.0,,,10,Game demo,1869550
1349,1349.0,1349.0,0.0,,,2,Single-player,1869560
1350,1350.0,1350.0,1.0,,,28,Full controller support,1869560
1351,1351.0,1351.0,0.0,,,1,Multi-player,1868740
1352,1352.0,1352.0,1.0,,,49,PvP,1868740
1353,1353.0,1353.0,2.0,,,36,Online PvP,1868740
1354,1354.0,1354.0,3.0,,,37,Shared/Split Screen PvP,1868740
1355,1355.0,1355.0,4.0,,,24,Shared/Split Screen,1868740
1356,1356.0,1356.0,5.0,,,10,Game demo,1868740
1357,1357.0,1357.0,6.0,,,28,Full controller support,1868740
1358,1358.0,1358.0,0.0,,,2,Single-player,1868750
1359,1359.0,1359.0,1.0,,,22,Steam Achievements,1868750
1360,1360.0,1360.0,2.0,,,18,Partial Controller Support,1868750
1361,1361.0,1361.0,0.0,,,2,Single-player,1868780
1362,1362.0,1362.0,1.0,,,10,Game demo,1868780
1363,1363.0,1363.0,2.0,,,22,Steam Achievements,1868780
1364,1364.0,1364.0,0.0,,,2,Single-player,1868800
1365,1365.0,1365.0,0.0,,,2,Single-player,1868820
1366,1366.0,1366.0,1.0,,,23,Steam Cloud,1868820
1367,1367.0,1367.0,0.0,,,2,Single-player,1868830
1368,1368.0,1368.0,1.0,,,10,Game demo,1868830
1369,1369.0,1369.0,0.0,,,2,Single-player,1868840
1370,1370.0,1370.0,0.0,,,2,Single-player,1868850
1371,1371.0,1371.0,0.0,,,2,Single-player,1868870
1372,1372.0,1372.0,0.0,,,2,Single-player,1868930
1373,1373.0,1373.0,1.0,,,10,Game demo,1868930
1374,1374.0,1374.0,0.0,,,50,Additional High-Quality Audio,1868940
1375,1375.0,1375.0,0.0,,,50,Additional High-Quality Audio,1868950
1376,1376.0,1376.0,0.0,,,50,Additional High-Quality Audio,1868960
1377,1377.0,1377.0,0.0,,,2,Single-player,1868980
1378,1378.0,1378.0,0.0,,,2,Single-player,1868990
1379,1379.0,1379.0,1.0,,,21,Downloadable Content,1868990
1380,1380.0,1380.0,0.0,,,2,Single-player,1869020
1381,1381.0,1381.0,0.0,,,2,Single-player,1869030
1382,1382.0,1382.0,1.0,,,28,Full controller support,1869030
1383,1383.0,1383.0,0.0,,,1,Multi-player,1869090
1384,1384.0,1384.0,1.0,,,20,MMO,1869090
1385,1385.0,1385.0,2.0,,,49,PvP,1869090
1386,1386.0,1386.0,3.0,,,36,Online PvP,1869090
1387,1387.0,1387.0,4.0,,,9,Co-op,1869090
1388,1388.0,1388.0,5.0,,,38,Online Co-op,1869090
1389,1389.0,1389.0,0.0,,,1,Multi-player,1869170
1390,1390.0,1390.0,1.0,,,49,PvP,1869170
1391,1391.0,1391.0,2.0,,,36,Online PvP,1869170
1392,1392.0,1392.0,3.0,,,15,Stats,1869170
1393,1393.0,1393.0,0.0,,,2,Single-player,1869200
1394,1394.0,1394.0,0.0,,,2,Single-player,1868260
1395,1395.0,1395.0,1.0,,,22,Steam Achievements,1868260
1396,1396.0,1396.0,0.0,,,2,Single-player,1868280
1397,1397.0,1397.0,0.0,,,2,Single-player,1868300
1398,1398.0,1398.0,1.0,,,18,Partial Controller Support,1868300
1399,1399.0,1399.0,2.0,,,23,Steam Cloud,1868300
1400,1400.0,1400.0,0.0,,,2,Single-player,1868310
1401,1401.0,1401.0,1.0,,,22,Steam Achievements,1868310
1402,1402.0,1402.0,2.0,,,28,Full controller support,1868310
1403,1403.0,1403.0,0.0,,,2,Single-player,1868340
1404,1404.0,1404.0,1.0,,,10,Game demo,1868340
1405,1405.0,1405.0,2.0,,,18,Partial Controller Support,1868340
1406,1406.0,1406.0,0.0,,,2,Single-player,1868390
1407,1407.0,1407.0,1.0,,,21,Downloadable Content,1868390
1408,1408.0,1408.0,2.0,,,22,Steam Achievements,1868390
1409,1409.0,1409.0,3.0,,,23,Steam Cloud,1868390
1410,1410.0,1410.0,0.0,,,2,Single-player,1868400
1411,1411.0,1411.0,0.0,,,2,Single-player,1868410
1412,1412.0,1412.0,1.0,,,1,Multi-player,1868410
1413,1413.0,1413.0,2.0,,,9,Co-op,1868410
1414,1414.0,1414.0,3.0,,,38,Online Co-op,1868410
1415,1415.0,1415.0,0.0,,,2,Single-player,1868430
1416,1416.0,1416.0,0.0,,,2,Single-player,1868450
1417,1417.0,1417.0,1.0,,,22,Steam Achievements,1868450
1418,1418.0,1418.0,2.0,,,28,Full controller support,1868450
1419,1419.0,1419.0,0.0,,,2,Single-player,1868460
1420,1420.0,1420.0,1.0,,,22,Steam Achievements,1868460
1421,1421.0,1421.0,2.0,,,28,Full controller support,1868460
1422,1422.0,1422.0,0.0,,,2,Single-player,1868470
1423,1423.0,1423.0,1.0,,,21,Downloadable Content,1868470
1424,1424.0,1424.0,2.0,,,14,Commentary available,1868470
1425,1425.0,1425.0,0.0,,,2,Single-player,1868480
1426,1426.0,1426.0,1.0,,,21,Downloadable Content,1868480
1427,1427.0,1427.0,2.0,,,22,Steam Achievements,1868480
1428,1428.0,1428.0,3.0,,,23,Steam Cloud,1868480
1429,1429.0,1429.0,0.0,,,2,Single-player,1868500
1430,1430.0,1430.0,0.0,,,2,Single-player,1868510
1431,1431.0,1431.0,1.0,,,1,Multi-player,1868510
1432,1432.0,1432.0,2.0,,,49,PvP,1868510
1433,1433.0,1433.0,3.0,,,36,Online PvP,1868510
1434,1434.0,1434.0,4.0,,,23,Steam Cloud,1868510
0,,,,,,2,Single-player,1868530
1,,,,,,10,Game demo,1868530
0,,,,,,2,Single-player,1868540
0,,,,,,2,Single-player,1868550
0,,,,,,2,Single-player,1868600
1,,,,,,1,Multi-player,1868600
2,,,,,,49,PvP,1868600
3,,,,,,37,Shared/Split Screen PvP,1868600
4,,,,,,24,Shared/Split Screen,1868600
5,,,,,,28,Full controller support,1868600
6,,,,,,44,Remote Play Together,1868600
0,,,,,,2,Single-player,1868650
0,,,,,,10,Game demo,1868660
0,,,,,,2,Single-player,1868690
1,,,,,,10,Game demo,1868690
2,,,,,,17,Includes level editor,1868690
0,,,,,,2,Single-player,1868700
1,,,,,,21,Downloadable Content,1868700
0,,,,,,2,Single-player,1868710
1,,,,,,22,Steam Achievements,1868710
0,,,,,,1,Multi-player,1868730
1,,,,,,49,PvP,1868730
2,,,,,,37,Shared/Split Screen PvP,1868730
3,,,,,,24,Shared/Split Screen,1868730
4,,,,,,27,Cross-Platform Multiplayer,1868730
5,,,,,,44,Remote Play Together,1868730
0,,,,,,2,Single-player,1867868
1,,,,,,1,Multi-player,1867868
2,,,,,,49,PvP,1867868
3,,,,,,36,Online PvP,1867868
4,,,,,,37,Shared/Split Screen PvP,1867868
5,,,,,,9,Co-op,1867868
6,,,,,,38,Online Co-op,1867868
7,,,,,,39,Shared/Split Screen Co-op,1867868
8,,,,,,24,Shared/Split Screen,1867868
9,,,,,,21,Downloadable Content,1867868
10,,,,,,22,Steam Achievements,1867868
11,,,,,,29,Steam Trading Cards,1867868
12,,,,,,35,In-App Purchases,1867868
13,,,,,,18,Partial Controller Support,1867868
14,,,,,,23,Steam Cloud,1867868
15,,,,,,44,Remote Play Together,1867868
0,,,,,,2,Single-player,1867869
1,,,,,,1,Multi-player,1867869
2,,,,,,49,PvP,1867869
3,,,,,,36,Online PvP,1867869
4,,,,,,37,Shared/Split Screen PvP,1867869
5,,,,,,9,Co-op,1867869
6,,,,,,38,Online Co-op,1867869
7,,,,,,39,Shared/Split Screen Co-op,1867869
8,,,,,,24,Shared/Split Screen,1867869
9,,,,,,21,Downloadable Content,1867869
10,,,,,,22,Steam Achievements,1867869
11,,,,,,29,Steam Trading Cards,1867869
12,,,,,,35,In-App Purchases,1867869
13,,,,,,18,Partial Controller Support,1867869
14,,,,,,23,Steam Cloud,1867869
15,,,,,,44,Remote Play Together,1867869
0,,,,,,2,Single-player,1867870
1,,,,,,1,Multi-player,1867870
2,,,,,,49,PvP,1867870
3,,,,,,36,Online PvP,1867870
4,,,,,,37,Shared/Split Screen PvP,1867870
5,,,,,,9,Co-op,1867870
6,,,,,,38,Online Co-op,1867870
7,,,,,,39,Shared/Split Screen Co-op,1867870
8,,,,,,24,Shared/Split Screen,1867870
9,,,,,,21,Downloadable Content,1867870
10,,,,,,22,Steam Achievements,1867870
11,,,,,,29,Steam Trading Cards,1867870
12,,,,,,35,In-App Purchases,1867870
13,,,,,,18,Partial Controller Support,1867870
14,,,,,,23,Steam Cloud,1867870
15,,,,,,44,Remote Play Together,1867870
0,,,,,,2,Single-player,1867871
1,,,,,,1,Multi-player,1867871
2,,,,,,49,PvP,1867871
3,,,,,,36,Online PvP,1867871
4,,,,,,37,Shared/Split Screen PvP,1867871
5,,,,,,9,Co-op,1867871
6,,,,,,38,Online Co-op,1867871
7,,,,,,39,Shared/Split Screen Co-op,1867871
8,,,,,,24,Shared/Split Screen,1867871
9,,,,,,21,Downloadable Content,1867871
10,,,,,,22,Steam Achievements,1867871
11,,,,,,29,Steam Trading Cards,1867871
12,,,,,,35,In-App Purchases,1867871
13,,,,,,18,Partial Controller Support,1867871
14,,,,,,23,Steam Cloud,1867871
15,,,,,,44,Remote Play Together,1867871
0,,,,,,2,Single-player,1867872
1,,,,,,1,Multi-player,1867872
2,,,,,,49,PvP,1867872
3,,,,,,36,Online PvP,1867872
4,,,,,,37,Shared/Split Screen PvP,1867872
5,,,,,,9,Co-op,1867872
6,,,,,,38,Online Co-op,1867872
7,,,,,,39,Shared/Split Screen Co-op,1867872
8,,,,,,24,Shared/Split Screen,1867872
9,,,,,,21,Downloadable Content,1867872
10,,,,,,22,Steam Achievements,1867872
11,,,,,,29,Steam Trading Cards,1867872
12,,,,,,35,In-App Purchases,1867872
13,,,,,,18,Partial Controller Support,1867872
14,,,,,,23,Steam Cloud,1867872
15,,,,,,44,Remote Play Together,1867872
0,,,,,,2,Single-player,1867873
1,,,,,,1,Multi-player,1867873
2,,,,,,49,PvP,1867873
3,,,,,,36,Online PvP,1867873
4,,,,,,37,Shared/Split Screen PvP,1867873
5,,,,,,9,Co-op,1867873
6,,,,,,38,Online Co-op,1867873
7,,,,,,39,Shared/Split Screen Co-op,1867873
8,,,,,,24,Shared/Split Screen,1867873
9,,,,,,21,Downloadable Content,1867873
10,,,,,,22,Steam Achievements,1867873
11,,,,,,29,Steam Trading Cards,1867873
12,,,,,,35,In-App Purchases,1867873
13,,,,,,18,Partial Controller Support,1867873
14,,,,,,23,Steam Cloud,1867873
15,,,,,,44,Remote Play Together,1867873
0,,,,,,2,Single-player,1867874
1,,,,,,1,Multi-player,1867874
2,,,,,,49,PvP,1867874
3,,,,,,36,Online PvP,1867874
4,,,,,,37,Shared/Split Screen PvP,1867874
5,,,,,,9,Co-op,1867874
6,,,,,,38,Online Co-op,1867874
7,,,,,,39,Shared/Split Screen Co-op,1867874
8,,,,,,24,Shared/Split Screen,1867874
9,,,,,,21,Downloadable Content,1867874
10,,,,,,22,Steam Achievements,1867874
11,,,,,,29,Steam Trading Cards,1867874
12,,,,,,35,In-App Purchases,1867874
13,,,,,,18,Partial Controller Support,1867874
14,,,,,,23,Steam Cloud,1867874
15,,,,,,44,Remote Play Together,1867874
0,,,,,,2,Single-player,1867875
1,,,,,,1,Multi-player,1867875
2,,,,,,49,PvP,1867875
3,,,,,,36,Online PvP,1867875
4,,,,,,37,Shared/Split Screen PvP,1867875
5,,,,,,9,Co-op,1867875
6,,,,,,38,Online Co-op,1867875
7,,,,,,39,Shared/Split Screen Co-op,1867875
8,,,,,,24,Shared/Split Screen,1867875
9,,,,,,21,Downloadable Content,1867875
10,,,,,,22,Steam Achievements,1867875
11,,,,,,29,Steam Trading Cards,1867875
12,,,,,,35,In-App Purchases,1867875
13,,,,,,18,Partial Controller Support,1867875
14,,,,,,23,Steam Cloud,1867875
15,,,,,,44,Remote Play Together,1867875
0,,,,,,2,Single-player,1867876
1,,,,,,1,Multi-player,1867876
2,,,,,,49,PvP,1867876
3,,,,,,36,Online PvP,1867876
4,,,,,,37,Shared/Split Screen PvP,1867876
5,,,,,,9,Co-op,1867876
6,,,,,,38,Online Co-op,1867876
7,,,,,,39,Shared/Split Screen Co-op,1867876
8,,,,,,24,Shared/Split Screen,1867876
9,,,,,,21,Downloadable Content,1867876
10,,,,,,22,Steam Achievements,1867876
11,,,,,,29,Steam Trading Cards,1867876
12,,,,,,35,In-App Purchases,1867876
13,,,,,,18,Partial Controller Support,1867876
14,,,,,,23,Steam Cloud,1867876
15,,,,,,44,Remote Play Together,1867876
0,,,,,,2,Single-player,1867877
1,,,,,,1,Multi-player,1867877
2,,,,,,49,PvP,1867877
3,,,,,,36,Online PvP,1867877
4,,,,,,37,Shared/Split Screen PvP,1867877
5,,,,,,9,Co-op,1867877
6,,,,,,38,Online Co-op,1867877
7,,,,,,39,Shared/Split Screen Co-op,1867877
8,,,,,,24,Shared/Split Screen,1867877
9,,,,,,21,Downloadable Content,1867877
10,,,,,,22,Steam Achievements,1867877
11,,,,,,29,Steam Trading Cards,1867877
12,,,,,,35,In-App Purchases,1867877
13,,,,,,18,Partial Controller Support,1867877
14,,,,,,23,Steam Cloud,1867877
15,,,,,,44,Remote Play Together,1867877
0,,,,,,2,Single-player,1867878
1,,,,,,1,Multi-player,1867878
2,,,,,,49,PvP,1867878
3,,,,,,36,Online PvP,1867878
4,,,,,,37,Shared/Split Screen PvP,1867878
5,,,,,,9,Co-op,1867878
6,,,,,,38,Online Co-op,1867878
7,,,,,,39,Shared/Split Screen Co-op,1867878
8,,,,,,24,Shared/Split Screen,1867878
9,,,,,,21,Downloadable Content,1867878
10,,,,,,22,Steam Achievements,1867878
11,,,,,,29,Steam Trading Cards,1867878
12,,,,,,35,In-App Purchases,1867878
13,,,,,,18,Partial Controller Support,1867878
14,,,,,,23,Steam Cloud,1867878
15,,,,,,44,Remote Play Together,1867878
0,,,,,,2,Single-player,1867879
1,,,,,,1,Multi-player,1867879
2,,,,,,49,PvP,1867879
3,,,,,,36,Online PvP,1867879
4,,,,,,37,Shared/Split Screen PvP,1867879
5,,,,,,9,Co-op,1867879
6,,,,,,38,Online Co-op,1867879
7,,,,,,39,Shared/Split Screen Co-op,1867879
8,,,,,,24,Shared/Split Screen,1867879
9,,,,,,21,Downloadable Content,1867879
10,,,,,,22,Steam Achievements,1867879
11,,,,,,29,Steam Trading Cards,1867879
12,,,,,,35,In-App Purchases,1867879
13,,,,,,18,Partial Controller Support,1867879
14,,,,,,23,Steam Cloud,1867879
15,,,,,,44,Remote Play Together,1867879
0,,,,,,2,Single-player,1867880
1,,,,,,1,Multi-player,1867880
2,,,,,,49,PvP,1867880
3,,,,,,36,Online PvP,1867880
4,,,,,,37,Shared/Split Screen PvP,1867880
5,,,,,,9,Co-op,1867880
6,,,,,,38,Online Co-op,1867880
7,,,,,,39,Shared/Split Screen Co-op,1867880
8,,,,,,24,Shared/Split Screen,1867880
9,,,,,,21,Downloadable Content,1867880
10,,,,,,22,Steam Achievements,1867880
11,,,,,,29,Steam Trading Cards,1867880
12,,,,,,35,In-App Purchases,1867880
13,,,,,,18,Partial Controller Support,1867880
14,,,,,,23,Steam Cloud,1867880
15,,,,,,44,Remote Play Together,1867880
0,,,,,,2,Single-player,1867881
1,,,,,,1,Multi-player,1867881
2,,,,,,49,PvP,1867881
3,,,,,,36,Online PvP,1867881
4,,,,,,37,Shared/Split Screen PvP,1867881
5,,,,,,9,Co-op,1867881
6,,,,,,38,Online Co-op,1867881
7,,,,,,39,Shared/Split Screen Co-op,1867881
8,,,,,,24,Shared/Split Screen,1867881
9,,,,,,21,Downloadable Content,1867881
10,,,,,,22,Steam Achievements,1867881
11,,,,,,29,Steam Trading Cards,1867881
12,,,,,,35,In-App Purchases,1867881
13,,,,,,18,Partial Controller Support,1867881
14,,,,,,23,Steam Cloud,1867881
15,,,,,,44,Remote Play Together,1867881
0,,,,,,2,Single-player,1867882
1,,,,,,1,Multi-player,1867882
2,,,,,,49,PvP,1867882
3,,,,,,36,Online PvP,1867882
4,,,,,,37,Shared/Split Screen PvP,1867882
5,,,,,,9,Co-op,1867882
6,,,,,,38,Online Co-op,1867882
7,,,,,,39,Shared/Split Screen Co-op,1867882
8,,,,,,24,Shared/Split Screen,1867882
9,,,,,,21,Downloadable Content,1867882
10,,,,,,22,Steam Achievements,1867882
11,,,,,,29,Steam Trading Cards,1867882
12,,,,,,35,In-App Purchases,1867882
13,,,,,,18,Partial Controller Support,1867882
14,,,,,,23,Steam Cloud,1867882
15,,,,,,44,Remote Play Together,1867882
0,,,,,,50,Additional High-Quality Audio,1867890
0,,,,,,2,Single-player,1867920
1,,,,,,1,Multi-player,1867920
2,,,,,,9,Co-op,1867920
3,,,,,,39,Shared/Split Screen Co-op,1867920
4,,,,,,24,Shared/Split Screen,1867920
5,,,,,,22,Steam Achievements,1867920
6,,,,,,44,Remote Play Together,1867920
0,,,,,,2,Single-player,1867930
1,,,,,,22,Steam Achievements,1867930
2,,,,,,18,Partial Controller Support,1867930
0,,,,,,1,Multi-player,1867940
1,,,,,,49,PvP,1867940
2,,,,,,37,Shared/Split Screen PvP,1867940
3,,,,,,24,Shared/Split Screen,1867940
4,,,,,,28,Full controller support,1867940
5,,,,,,44,Remote Play Together,1867940
0,,,,,,2,Single-player,1867950
1,,,,,,10,Game demo,1867950
0,,,,,,2,Single-player,1867960
1,,,,,,18,Partial Controller Support,1867960
0,,,,,,2,Single-player,1868000
0,,,,,,2,Single-player,1868030
1,,,,,,22,Steam Achievements,1868030
0,,,,,,2,Single-player,1868050
1,,,,,,18,Partial Controller Support,1868050
0,,,,,,2,Single-player,1868060
1,,,,,,22,Steam Achievements,1868060
2,,,,,,23,Steam Cloud,1868060
0,,,,,,1,Multi-player,1868070
1,,,,,,9,Co-op,1868070
2,,,,,,38,Online Co-op,1868070
0,,,,,,2,Single-player,1868080
1,,,,,,28,Full controller support,1868080
0,,,,,,2,Single-player,1868090
1,,,,,,1,Multi-player,1868090
2,,,,,,9,Co-op,1868090
3,,,,,,38,Online Co-op,1868090
4,,,,,,21,Downloadable Content,1868090
5,,,,,,22,Steam Achievements,1868090
6,,,,,,23,Steam Cloud,1868090
7,,,,,,15,Stats,1868090
8,,,,,,25,Steam Leaderboards,1868090
0,,,,,,2,Single-player,1868110
1,,,,,,28,Full controller support,1868110
0,,,,,,2,Single-player,1868120
1,,,,,,1,Multi-player,1868120
2,,,,,,49,PvP,1868120
3,,,,,,36,Online PvP,1868120
4,,,,,,9,Co-op,1868120
5,,,,,,38,Online Co-op,1868120
0,,,,,,2,Single-player,1868150
1,,,,,,21,Downloadable Content,1868150
2,,,,,,22,Steam Achievements,1868150
3,,,,,,30,Steam Workshop,1868150
4,,,,,,15,Stats,1868150
